#,اسم الفعالية,الجهة المسؤولة,وصف الفعالية,تاريخ البداية,تاريخ النهاية,عدد الأيام,التصنيف,النوع,المدينة,الفئة الفرعية,حالة الإضافة,التمويل,التواصل,فترة الإقامة,حالة التضمين,سبب الاستبعاد
,المؤتمر الدولي لسوق العمل,وزارة الموارد البشرية والتنمية الاجتماعية,يركز المؤتمر على طرح الحلول والأفكار الإبداعية وأفضل الممارسات والتجارب العالمية ومناقشة القضايا والتحديات في أسواق العمل عالمياً ويسلط الضوء على تطوير المهارات وتنمية القدرات البشرية بشكل مستدام لمواكبة التغيرات المتسارعة  وزيادة الإنتاجية من خلال حلول مبتكرة تدعم التوازن بين النمو الاقتصادي وكفاءة الأداء.,"Monday, January 26, 2026","Tuesday, January 27, 2026",,Tier 1,أعمال,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تضمن,
,القمة العالمية للحوكمة ,قطاع خاص (كوربوريتر),تعد القمة العالمية للحوكمة 2026 هي أكبر قمة في العالم حول GPRC  اي دمج GRC  مع الأداء والاستراتيجية حيث تجمع بين كبار المديرين التنفيذيين وخبراء GRC  ومحترفي الصناعة والأوساط الأكاديمية من جميع أنحاء العالم وذلك من أجل تبادل الرؤى والحلول المبتكرة وأفضل الممارسات اللازمة لتعزيز نجاح المؤسسات ومرونتها في بيئة أعمال متزايدة التعقيد والترابط.,"Monday, January 26, 2026","Tuesday, January 27, 2026",,Tier 1,أعمال,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تضمن,
,منتدى مستقبل العقار,الهيئة العامة للعقار,معرض لإبراز دور القطاع العقاري المؤثر في جهود تنوع مصادر الاستثمار ونقل تطورات ومستجدات القطاع العقاري السعودي بالإضافة لعرض المنتجات العقارية ونقل  المعرفة عبر ورش عمل متخصصة.,"Monday, January 26, 2026","Wednesday, January 28, 2026",,Tier 1,أعمال,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تضمن,
,معرض كاش للتمويل والاستثمار,قطاع خاص (صناع النخبة),يمثل المعرض منصة رائدة تجمع أبرز الشركات والبنوك ومؤسسات التمويل والاستثمار إلى جانب مقدمي الحلول التقنية الذكية تحت سقف واحد لعرض أحدث المنتجات والخدمات التمويلية والاستثمارية وذلك في إطار بيئة تفاعلية مصممة لتلبية تطلعات الأفراد ورواد الأعمال والمستثمرين على حد سواء.,"Monday, January 26, 2026","Wednesday, January 28, 2026",,Tier 1,أعمال,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تضمن,
,مؤتمر IFAT للنفايات,وزارة البيئة والمياه والزراعة,مؤتمر دولي رائد يُقام لأول مرة في الشرق الأوسط  بالشراكة مع الشركة الألمانية  Messe München ويُعد فرصة للتعرّف على أحدث الابتكارات في القطاع وبناء شراكات استراتيجية تعزز من مستقبل الاستدامة.,"Monday, January 26, 2026","Wednesday, January 28, 2026",,Tier 2,أعمال,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تضمن,
,معرض IFAT الدولي ,وزارة البيئة والمياه والزراعة,"يستقطب المعرض أهم الكيانات والمنشآت العاملة في قطاع إدارة النفايات من مختلف دول العالم بهدف تبادل ونقل الخبرات والنجاحات, والتعرف على أحدث التقنيات والأساليب المستخدمة في إدارة النفايات حول العالم.","Monday, January 26, 2026","Wednesday, January 28, 2026",,Tier 2,أعمال,الرياض,,أساس,ملغى 1,متواصلة,خلال التواريخ المحددة,لن تضمن,غير مضمنة
,حفل تدشين موقع استثمر في السعودية,وزارة الاستثمار,سيتم تحديده لاحقا,"Tuesday, January 27, 2026","Tuesday, January 27, 2026",,Tier 3,أعمال,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تحسب بدون تضمين,Tier 3
,منتدى الشرق الأوسط للاستثمار الرياضي,وزارة الاستثمار - وزارة الرياضة,يركز المنتدى على تعزيز الشراكات الاستراتيجية واستكشاف الفرص النوعية ضمن قطاع الرياضة المزدهر في الشرق الأوسط بالإضافة إلى تبادل الآراء حول استراتيجيات الاستثمار وأطر التعاون الإقليمي والحلول الابتكارية ومعالجة التحديات الحالية وإبراز الفرص الناشئة للمستثمرين ودور هذا القطاع الحيوي في دفع النمو الاقتصادي.,"Tuesday, January 27, 2026","Wednesday, January 28, 2026",,Tier 1,أعمال,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تضمن,
, Data Center Nation معرض,قطاع خاص (Data Center Nation),"معرض يمثل بوابة استراتيجية لاستكشاف أحدث التقنيات وبناء الشراكات ورسم ملامح مستقبل مراكز البيانات في المملكة، حيث يواكب النمو المتسارع للبنية التحتية الرقمية في المملكة مدفوعاً بزيادة الطلب على الخدمات السحابية ومستهدفات التحول الوطني والاستثمارات الضخمة في تقنيات الذكاء الاصطناعي.","Wednesday, January 28, 2026","Wednesday, January 28, 2026",,Tier 2,أعمال,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تضمن,
,ملتقى الاستثمار في التعليم 2026,وزارة التعليم ,"ملتقى سنوي تنظمه وزارة التعليم كمنصة رئيسية لجذب الاستثمارات المحلية والدولية للقطاع التعليمي، بهدف تعزيز الشراكات بين القطاعين العام والخاص، ومناقشة الفرص الاستثمارية وتطوير البنية التحتية.","Wednesday, January 28, 2026","Thursday, January 29, 2026",,Tier 1,أعمال,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تضمن,
,منتدى الاستثمار السعودي الباكستاني,وزارة الاستثمار,يهدف المنتدى الى فتح المجال أمام التعاون الاقتصادي بين البلدين وإبراز أهمية دور مجتمع الأعمال في العلاقات الاقتصادية والعمل على استراتيجيات قصيرة ومتوسطة وطويلة الأجل لتحقيق الاستقرار الاقتصادي الكلي.,"Sunday, February 1, 2026","Sunday, February 1, 2026",,Tier 1,أعمال,الرياض,,أساس,لم تلغى,متواصلة,خلال التواريخ المحددة,تضمن,
,حفل جائزة التميُّز الإعلامي,وزارة الإعلام,جائــزة ســنوية تحتفــي بالأعمــال الإعلاميــة الإبداعيــة فــي مختلــف المناســبات الوطنيــة والمجــالات وتكــرم المؤسســات والشــخصيات ذات البصمــات والجهــود النوعيــة في المجال الإعلامي.,"Sunday, February 1, 2026","Sunday, February 1, 2026",,Tier 2,أعمال,الرياض,,أساس,لم تلغى,متواصلة,فبراير 2026م,تضمن,
,ملتقى القيادات العليا في القطاع العام ,وزارة الموارد البشرية والتنمية الاجتماعية ,"يهدف ملتقى القيادات العليا في القطاع العام إلى جمع كبار القادة وصنّاع القرار من مختلف الجهات الحكومية في لقاء سنوي يُعزز التواصل والتكامل، حيث ويوفّر منصة استراتيجية لتبادل الرؤى ومناقشة التوجهات المستقبلية للقطاع العام.","Sunday, February 1, 2026","Sunday, February 1, 2026",,Tier 2,أعمال,الرياض,,أساس,لم تلغى,متواصلة,فبراير 2026م ,تضمن,
